gp27,3111346,2601594,3758818,3983158,3765052,1745288,1558242,3347140,2857696,1279739,2011856,1091946,3162126,3225097,3076193,3457476,3129836,3672347,2918853,2664385,2285138,913126,3376630,759822,2485618,3345100,3827424,850180,1798144,827824,1344390,880112,792508,3665089,3476994,1646478,3325328,792508,776980
gp28,2996056,2542686,3665898,4343600,3671396,1998876,1823122,3242406,2171354,855579,1793224,413984,3282060,3134465,3356655,3465692,3127876,3609875,2448157,2854917,2071348,526326,3252858,59950,2235382,3241704,3740526,74178,2032650,90650,561012,115748,926,3362593,3354524,880072,3243956,926,102850
gp29,3007990,2543388,3666600,4344258,3672098,2003286,1823122,3253408,2171354,852925,1791984,410690,3279840,3126349,3353433,3462426,3138878,3606609,2445781,2865919,2082402,537440,3264630,72544,2247154,3252706,3741276,87084,2043676,89470,571278,114340,11980,3362593,3353064,886810,3242938,11980,102072
gp30,3056766,2606790,3725692,4401832,3731190,2057768,1882916,3301298,2202578,768573,1852764,484776,3343132,3194255,3427855,3526488,3188322,3668757,2366187,2929249,1989322,556528,3312520,146704,2151750,3300596,3800320,158604,2107536,176596,591502,201094,86140,3422387,3413548,966188,3303858,86140,188244
jaccard,3001726,2542676,3665906,4343590,3671396,2016220,1820822,3261274,2172048,875193,1780790,432746,3296470,3141555,3373621,3482658,3146744,3626841,2463091,2873785,2090346,547332,3266056,80956,2249018,3260572,3740582,93008,2049326,78788,580494,124624,21932,3363001,3361262,896908,3249542,21932,108188
ochiai,2789809,3684891,2468935,3202683,2467559,3513531,3188647,2991849,3172271,2398784,2354005,2626397,2940983,2789574,2528446,3126697,2807327,2867956,2613426,2357324,1130431,2054495,2740257,2310567,1462851,2859367,2481737,2408109,2875021,2381839,2408695,2431233,2359385,3051606,2910923,2957033,2846105,2359385,2321131
tarantula,5555475,4296271,5227817,3081409,5223225,5364833,5001497,5481617,7073209,5975836,5727177,5903581,5171123,5477262,4503616,5163501,4854603,5290040,7085288,4398688,5490987,5511903,5503343,5583505,5382417,5314811,5070785,5692471,4277029,5628453,6188385,5704171,5632323,6797068,5517299,6511599,5394139,5632323,5587649
ample,3428526,2484086,3710472,4248090,3714706,2305390,2027550,3675178,2163214,1546063,2104056,1318058,3819458,3551139,3983257,3919786,3589054,4066617,3005483,3496391,2484978,1326930,3675782,977280,2691642,3680036,3799240,891486,2658428,910828,993958,922332,917906,3515283,3771292,1748202,3639812,917906,968244
wong1,3218762,2771210,3888014,4575862,3893512,2018052,2055196,3463602,2389482,751373,1961446,301538,3227822,3316473,3252719,3350848,3351054,3493871,2344587,3086277,2302684,757662,3474842,292766,2467076,3462900,3962642,294298,2264034,267038,777950,292056,232262,3582803,3520692,854478,3434526,232262,301880
wong2,3057994,2604738,3722212,4391036,3727702,2064132,1868652,3317854,2257598,934007,1837770,381674,3341054,3194065,3314585,3533762,3200466,3669211,2517107,2861283,2147988,605668,3322382,49640,2307696,3317152,3796902,168722,1984752,160174,666340,200814,109098,3420299,3417842,977490,3301872,109098,92296
wong3,3051446,2602424,3720420,4389710,3725918,2044226,1869478,3296026,2253644,911109,1850936,358426,3330032,3189711,3295373,3514210,3178936,3649515,2503925,2840157,2125830,581038,3307254,24742,2290266,3295324,3795048,147002,1964880,170218,642950,187172,83194,3418165,3408276,962390,3298674,83194,81348
op1,3148776,3409274,3559606,3588502,3563964,3554380,3353026,3157774,3811150,3477713,3259320,3496018,3536662,3206545,3634847,3496018,3157774,3631081,3613599,3156695,3157774,3157744,3187944,3158484,3187944,3157774,3564324,3159304,3152286,3174378,3158614,3212934,3097980,3667941,3153140,3533636,3215360,3097980,3178698
op2,3056766,2602480,3725692,4403394,3731190,2057768,1882916,3301298,2231148,914507,1852764,354014,3341362,3194255,3316403,3520000,3184692,3657577,2506715,2857497,2130216,578782,3312520,770,2295044,3300596,3800320,123922,1982954,150250,620072,163772,59794,3422387,3413548,939842,3303858,59794,64722
